27	s	0.171055
27	e	0.103997
28	d	0.095716
28	o	0.000870
28	i	0.095087
28	r	0.257894
28	a	0.072729
28	h	0.207792
28	t	0.108131
28	n	0.074276
28	s	0.068191
28	e	0.019314
29	d	0.183715
29	o	0.083002
29	i	0.148349
29	r	0.009673
29	a	0.122660
29	h	0.068140
29	t	0.002205
29	n	0.088436
29	s	0.125619
29	e	0.168201
30	d	0.162368
30	o	0.104708
30	i	0.063542
30	r	0.050861
30	a	0.002503
30	h	0.154097
30	t	0.192824
30	n	0.011578
30	s	0.003576
30	e	0.253943
31	d	0.039480
31	o	0.031575
31	i	0.173249
31	r	0.080546
31	a	0.069074
31	h	0.098381
31	t	0.245499
31	n	0.029390
31	s	0.050994
31	e	0.181811
32	d	0.153306
32	o	0.045184
32	i	0.076228
32	r	0.023180
32	a	0.190157
32	h	0.088549
32	t	0.048483
32	n	0.147082
32	s	0.175982
32	e	0.051849
33	d	0.062159
33	o	0.274983
33	i	0.037271
33	r	0.085405
33	a	0.080849
33	h	0.128822
33	t	0.054070
33	n	0.046450
33	s	0.183235
33	e	0.046756
34	d	0.188379
34	o	0.006537
34	i	0.242531
34	r	0.124810
34	a	0.038552
34	h	0.029783
34	t	0.191494
34	n	0.034337
34	s	0.006838
34	e	0.136738
35	d	0.072491
35	o	0.127230
35	i	0.132530
35	r	0.035375
35	a	0.211318
35	h	0.000732
35	t	0.015077
35	n	0.249247
35	s	0.032860
35	e	0.123141
36	d	0.111462
36	o	0.142092
36	i	0.002512
36	r	0.074652
36	a	0.172226
36	h	0.186416
36	t	0.030718
36	n	0.085397
36	s	0.151472
36	e	0.043052
37	d	0.015077
37	o	0.171833
37	i	0.087105
37	r	0.136910
37	a	0.075232
37	h	0.169539
37	t	0.025572
37	n	0.038454
37	s	0.106910
37	e	0.173369
38	d	0.110332
38	o	0.076913
38	i	0.037200
38	r	0.240197
38	a	0.069027
38	h	0.205406
38	t	0.097002
38	n	0.063373
38	s	0.051976
38	e	0.048574
39	d	0.175533
39	o	0.002422
39	i	0.139436
39	r	0.063959
39	a	0.174580
39	h	0.020437
39	t	0.066604
39	n	0.025234
39	s	0.180428
39	e	0.151368
40	d	0.179252
40	o	0.053030
40	i	0.084396
40	r	0.068457
40	a	0.040650
40	h	0.181297
40	t	0.122050
40	n	0.093175
40	s	0.046391
40	e	0.131302
41	d	0.108799
41	o	0.023142
41	i	0.169035
41	r	0.015534
41	a	0.050372
41	h	0.102954
41	t	0.244734
41	n	0.072727
41	s	0.051635
41	e	0.161066
42	d	0.149870
42	o	0.046140
42	i	0.100168
42	r	0.101022
42	a	0.212975
42	h	0.015452
42	t	0.014381
42	n	0.121708
42	s	0.146447
42	e	0.091837
43	d	0.005430
43	o	0.165634
43	i	0.111122
43	r	0.094894
43	a	0.046309
43	h	0.179120
43	t	0.086773
43	n	0.056038
43	s	0.159931
43	e	0.094750
44	d	0.167524
44	o	0.075353
44	i	0.247488
44	r	0.044639
44	a	0.110560
44	h	0.062989
44	t	0.180925
44	n	0.055730
44	s	0.000955
44	e	0.053837
45	d	0.059048
45	o	0.084905
45	i	0.031807
45	r	0.123179
45	a	0.215885
45	h	0.040197
45	t	0.006152
45	n	0.293039
45	s	0.046088
45	e	0.099698
46	d	0.140660
46	o	0.184394
46	i	0.031317
46	r	0.072083
46	a	0.120387
46	h	0.116128
46	t	0.030516
46	n	0.057829
46	s	0.169176
46	e	0.077509
47	d	0.062995
47	o	0.136048
47	i	0.055579
47	r	0.119976
47	a	0.065404
47	h	0.172945
47	t	0.066999
47	n	0.082380
47	s	0.104037
47	e	0.133638
48	d	0.116561
48	o	0.023883
48	i	0.026634
48	r	0.269785
48	a	0.056821
48	h	0.204988
48	t	0.096842
48	n	0.072703
48	s	0.040097
48	e	0.091686
49	d	0.219530
49	o	0.042273
49	i	0.143565
49	r	0.012426
49	a	0.127782
49	h	0.034193
49	t	0.024365
49	n	0.080981
49	s	0.190941
49	e	0.123943
50	d	0.164083
50	o	0.008101
50	i	0.110871
50	r	0.006469
50	a	0.070147
50	h	0.189687
50	t	0.204873
50	n	0.023465
50	s	0.068946
50	e	0.153358
51	d	0.086065
51	o	0.038103
51	i	0.165482
51	r	0.102076
51	a	0.099441
51	h	0.052051
51	t	0.216769
51	n	0.010898
51	s	0.028139
51	e	0.200976
52	d	0.158936
52	o	0.056857
52	i	0.022917
52	r	0.092289
52	a	0.197296
52	h	0.082309
52	t	0.014584
52	n	0.171965
52	s	0.184960
52	e	0.017886
53	d	0.127370
53	o	0.214365
53	i	0.056732
53	r	0.083753
53	a	0.038947
53	h	0.179526
53	t	0.011557
53	n	0.037172
53	s	0.191660
53	e	0.058918
54	d	0.155621
54	o	0.029203
54	i	0.223394
54	r	0.048176
54	a	0.002726
54	h	0.125763
54	t	0.148019
54	n	0.100452
54	s	0.124214
54	e	0.042433
55	d	0.125702
55	o	0.119302
55	i	0.050323
55	r	0.005071
55	a	0.182241
55	h	0.060508
55	t	0.112700
55	n	0.226083
55	s	0.021448
55	e	0.096620
56	d	0.192211
56	o	0.134772
56	i	0.012711
56	r	0.022278
56	a	0.117996
56	h	0.152517
56	t	0.076791
56	n	0.051992
56	s	0.183099
56	e	0.055634
57	d	0.063702
57	o	0.145989
57	i	0.054642
57	r	0.112604
57	a	0.047516
57	h	0.158492
57	t	0.058052
57	n	0.065549
57	s	0.145763
57	e	0.147691
58	d	0.066245
58	o	0.088443
58	i	0.083249
58	r	0.294089
58	a	0.084572
58	h	0.161032
58	t	0.073244
58	n	0.069785
58	s	0.002969
58	e	0.076372
59	d	0.195279
59	o	0.009852
59	i	0.200820
59	r	0.019865
59	a	0.133361
59	h	0.090667
59	t	0.065043
59	n	0.023355
59	s	0.121575
59	e	0.140182
60	d	0.168306
60	o	0.090291
60	i	0.017324
60	r	0.006272
60	a	0.069370
60	h	0.185939
60	t	0.156544
60	n	0.009633
60	s	0.121249
60	e	0.175072
61	d	0.097476
61	o	0.099244
61	i	0.203045
61	r	0.035816
61	a	0.038192
61	h	0.012496
61	t	0.211957
61	n	0.017563
61	s	0.097207
61	e	0.187004
62	d	0.217681
62	o	0.106342
62	i	0.086300
62	r	0.027385
62	a	0.156111
62	h	0.102927
62	t	0.003041
62	n	0.129391
62	s	0.123948
62	e	0.046874
63	d	0.099454
63	o	0.179322
63	i	0.046013
63	r	0.095084
63	a	0.032923
63	h	0.200360
63	t	0.006090
63	n	0.079430
63	s	0.197191
63	e	0.064134
64	d	0.140348
64	o	0.080206
64	i	0.269591
64	r	0.014486
64	a	0.076706
64	h	0.018992
64	t	0.144235
64	n	0.054702
64	s	0.099900
64	e	0.100833
65	d	0.074658
65	o	0.031836
65	i	0.120425
65	r	0.032258
65	a	0.210263
65	h	0.015810
65	t	0.010707
65	n	0.400558
65	s	0.017032
65	e	0.086454
66	d	0.124452
66	o	0.162848
66	i	0.036894
66	r	0.060967
66	a	0.159598
66	h	0.095682
66	t	0.075675
66	n	0.083718
66	s	0.155077
66	e	0.045088
67	d	0.009755
67	o	0.166076
67	i	0.011744
67	r	0.192328
67	a	0.005115
67	h	0.199968
67	t	0.072063
67	n	0.068135
67	s	0.162099
67	e	0.112718
68	d	0.117802
68	o	0.066782
68	i	0.081161
68	r	0.196112
68	a	0.104815
68	h	0.203030
68	t	0.072547
68	n	0.053405
68	s	0.026226
68	e	0.078121
69	d	0.161553
69	o	0.057811
69	i	0.124453
69	r	0.053755
69	a	0.146169
69	h	0.062940
69	t	0.037891
69	n	0.045934
69	s	0.172344
69	e	0.137150
70	d	0.178934
70	o	0.017975
70	i	0.005231
70	r	0.027909
70	a	0.016070
70	h	0.216994
70	t	0.193896
70	n	0.032452
70	s	0.093011
70	e	0.217527
71	d	0.002232
71	o	0.041152
71	i	0.154754
71	r	0.016523
71	a	0.016431
71	h	0.087321
71	t	0.208929
71	n	0.099203
71	s	0.112091
71	e	0.261364
72	d	0.173016
72	o	0.033609
72	i	0.036442
72	r	0.029956
72	a	0.176485
72	h	0.033870
72	t	0.088989
72	n	0.189400
72	s	0.164918
72	e	0.073316
73	d	0.092423
73	o	0.265808
73	i	0.091066
73	r	0.002349
73	a	0.040731
73	h	0.194442
73	t	0.023273
73	n	0.012362
73	s	0.224414
73	e	0.053131
74	d	0.136761
74	o	0.065374
74	i	0.232038
74	r	0.030061
74	a	0.104827
74	h	0.035366
74	t	0.187002
74	n	0.056361
74	s	0.055792
74	e	0.096418
75	d	0.024452
75	o	0.013199
75	i	0.025469
75	r	0.072319
75	a	0.265375
75	h	0.006552
75	t	0.125565
75	n	0.285158
75	s	0.121444
75	e	0.060466
76	d	0.091177
76	o	0.162311
76	i	0.058123
76	r	0.049697
76	a	0.115130
76	h	0.142131
76	t	0.078711
76	n	0.071613
76	s	0.195036
76	e	0.036072
77	d	0.045354
77	o	0.130930
77	i	0.066011
77	r	0.132489
77	a	0.078637
77	h	0.131893
77	t	0.082140
77	n	0.088642
77	s	0.143151
77	e	0.100753
78	d	0.107769
78	o	0.024279
78	i	0.060324
78	r	0.240546
78	a	0.094828
78	h	0.228668
78	t	0.131483
78	n	0.033263
78	s	0.048561
78	e	0.030278
79	d	0.165468
79	o	0.014213
79	i	0.164973
79	r	0.018850
79	a	0.199074
79	h	0.012009
79	t	0.088793
79	n	0.020821
79	s	0.158346
79	e	0.157453
80	d	0.189006
80	o	0.034668
80	i	0.031976
80	r	0.045200
80	a	0.074297
80	h	0.193856
80	t	0.163379
80	n	0.031463
80	s	0.034633
80	e	0.201522
81	d	0.020098
81	o	0.116848
81	i	0.191807
81	r	0.023062
81	a	0.109820
81	h	0.043499
81	t	0.257950
81	n	0.000878
81	s	0.042258
81	e	0.193780
82	d	0.193903
82	o	0.054436
82	i	0.052091
82	r	0.015340
82	a	0.167646
82	h	0.016215
82	t	0.000920
82	n	0.184978
82	s	0.216657
82	e	0.097814
83	d	0.104141
83	o	0.230665
83	i	0.094688
83	r	0.101508
83	a	0.003577
83	h	0.148743
83	t	0.020964
83	n	0.030949
83	s	0.217723
83	e	0.047043
84	d	0.180939
84	o	0.057872
84	i	0.263154
84	r	0.069001
84	a	0.103075
84	h	0.039875
84	t	0.160841
84	n	0.020270
84	s	0.031187
84	e	0.073785
85	d	0.025656
85	o	0.144712
85	i	0.018104
85	r	0.037193
85	a	0.266138
85	h	0.141262
85	t	0.022074
85	n	0.332452
85	s	0.001683
85	e	0.010726
86	d	0.187548
86	o	0.174302
86	i	0.045312
86	r	0.005507
86	a	0.145117
86	h	0.128930
86	t	0.075702
86	n	0.024138
86	s	0.175004
86	e	0.038442
87	d	0.021759
87	o	0.149930
87	i	0.075589
87	r	0.138875
87	a	0.016840
87	h	0.184508
87	t	0.043549
87	n	0.077404
87	s	0.108547
87	e	0.182999
88	d	0.022147
88	o	0.009804
88	i	0.052821
88	r	0.294627
88	a	0.144292
88	h	0.175461
88	t	0.068998
88	n	0.008936
88	s	0.085838
88	e	0.137078
89	d	0.156596
89	o	0.040868
89	i	0.185982
89	r	0.026554
89	a	0.105376
89	h	0.041143
89	t	0.085711
89	n	0.068916
89	s	0.163289
89	e	0.125565
90	d	0.141294
90	o	0.076753
90	i	0.038822
90	r	0.074745
90	a	0.097777
90	h	0.143141
90	t	0.197317
90	n	0.047977
90	s	0.023379
90	e	0.158795
91	d	0.097915
91	o	0.061506
91	i	0.142301
91	r	0.120508
91	a	0.000878
91	h	0.072309
91	t	0.179683
91	n	0.013388
91	s	0.073348
91	e	0.238164
92	d	0.127010
92	o	0.117541
92	i	0.030881
92	r	0.038612
92	a	0.192382
92	h	0.008121
92	t	0.081265
92	n	0.187907
92	s	0.206299
92	e	0.009982
93	d	0.085339
93	o	0.214234
93	i	0.024927
93	r	0.120523
93	a	0.000515
93	h	0.209976
93	t	0.005286
93	n	0.059334
93	s	0.239234
93	e	0.040632
94	d	0.205484
94	o	0.042742
94	i	0.223502
94	r	0.002030
94	a	0.091583
94	h	0.099969
94	t	0.177726
94	n	0.094819
94	s	0.029953
94	e	0.032190
95	d	0.004066
95	o	0.105015
95	i	0.005812
95	r	0.147826
95	a	0.238568
95	h	0.043107
95	t	0.067143
95	n	0.215564
95	s	0.117686
95	e	0.055213
96	d	0.139086
96	o	0.121822
96	i	0.037068
96	r	0.061801
96	a	0.113737
96	h	0.174007
96	t	0.030170
96	n	0.051408
96	s	0.195493
96	e	0.075409
97	d	0.058501
97	o	0.180678
97	i	0.058103
97	r	0.132627
97	a	0.036122
97	h	0.180210
97	t	0.009574
97	n	0.037102
97	s	0.157051
97	e	0.150031
98	d	0.098290
98	o	0.091576
98	i	0.025845
98	r	0.278366
98	a	0.046597
98	h	0.187693
98	t	0.060743
98	n	0.031719
98	s	0.130658
98	e	0.048512
99	d	0.221691
99	o	0.040617
99	i	0.138271
99	r	0.019296
99	a	0.182455
99	h	0.021675
99	t	0.005174
99	n	0.073976
99	s	0.115964
99	e	0.180880
100	d	0.138682
100	o	0.081624
100	i	0.015903
100	r	0.012909
100	a	0.051022
100	h	0.215821
100	t	0.217679
100	n	0.072931
100	s	0.012404
100	e	0.181025
101	d	0.083600
101	o	0.061723
101	i	0.213271
101	r	0.067955
101	a	0.011496
101	h	0.107192
101	t	0.162609
101	n	0.015669
101	s	0.057270
101	e	0.219215
102	d	0.132108
102	o	0.059049
102	i	0.053470
102	r	0.027146
102	a	0.206074
102	h	0.052585
102	t	0.018136
102	n	0.189056
102	s	0.172641
102	e	0.089735
103	d	0.072896
103	o	0.204246
103	i	0.113248
103	r	0.040380
103	a	0.013826
103	h	0.212010
103	t	0.040396
103	n	0.074717
103	s	0.165745
103	e	0.062536
104	d	0.121696
104	o	0.057341
104	i	0.194071
104	r	0.083289
104	a	0.073394
104	h	0.085180
104	t	0.140401
104	n	0.085862
104	s	0.088521
104	e	0.070246
105	d	0.073564
105	o	0.066300
105	i	0.094027
105	r	0.000332
105	a	0.279989
105	h	0.043753
105	t	0.061250
105	n	0.293866
105	s	0.019619
105	e	0.067299
106	d	0.133008
106	o	0.131713
106	i	0.056372
106	r	0.078603
106	a	0.163977
106	h	0.095620
106	t	0.077763
106	n	0.061904
106	s	0.176858
106	e	0.024183
107	d	0.055652
107	o	0.180296
107	i	0.034484
107	r	0.165887
107	a	0.032973
107	h	0.180359
107	t	0.025465
107	n	0.006296
107	s	0.140428
107	e	0.178162
108	d	0.037813
108	o	0.028811
108	i	0.103900
108	r	0.280966
108	a	0.110079
108	h	0.269357
108	t	0.078263
108	n	0.008136
108	s	0.016031
108	e	0.066645
109	d	0.175612
109	o	0.014652
109	i	0.161667
109	r	0.034853
109	a	0.110622
109	h	0.031227
109	t	0.075862
109	n	0.072554
109	s	0.148370
109	e	0.174583
110	d	0.209700
110	o	0.002566
110	i	0.025855
110	r	0.106275
110	a	0.011638
110	h	0.235113
110	t	0.180966
110	n	0.022217
110	s	0.036879
110	e	0.168791
111	d	0.034161
111	o	0.134872
111	i	0.241569
111	r	0.040100
111	a	0.023489
111	h	0.094239
111	t	0.220392
111	n	0.031778
111	s	0.031973
111	e	0.147428
112	d	0.184416
112	o	0.099128
112	i	0.017324
112	r	0.068654
112	a	0.144555
112	h	0.063073
112	t	0.038207
112	n	0.167698
112	s	0.161248
112	e	0.055697
113	d	0.079794
113	o	0.193796
113	i	0.045493
113	r	0.116901
113	a	0.020301
113	h	0.153533
113	t	0.046077
113	n	0.086015
113	s	0.138726
113	e	0.119366
114	d	0.154798
114	o	0.079578
114	i	0.269410
114	r	0.108615
114	a	0.007832
114	h	0.073982
114	t	0.210930
114	n	0.002944
114	s	0.008439
114	e	0.083472
115	d	0.029161
115	o	0.029398
115	i	0.069644
115	r	0.081047
115	a	0.264510
115	h	0.117541
115	t	0.048806
115	n	0.212387
115	s	0.077235
115	e	0.070272
116	d	0.109881
116	o	0.162093
116	i	0.078757
116	r	0.088643
116	a	0.148557
116	h	0.116121
116	t	0.007471
116	n	0.056292
116	s	0.189661
116	e	0.042525
117	d	0.002803
117	o	0.164319
117	i	0.061067
117	r	0.161951
117	a	0.082296
117	h	0.179994
117	t	0.077463
117	n	0.054602
117	s	0.109395
117	e	0.106111
118	d	0.070103
118	o	0.025493
118	i	0.054772
118	r	0.325530
118	a	0.017893
118	h	0.280927
118	t	0.066287
118	n	0.053622
118	s	0.073322
118	e	0.032053
119	d	0.183155
119	o	0.035587
119	i	0.171569
119	r	0.077856
119	a	0.136830
119	h	0.004282
119	t	0.043470
119	n	0.026464
119	s	0.198373
119	e	0.122414
120	d	0.207066
120	o	0.078592
120	i	0.049643
120	r	0.006728
120	a	0.044439
120	h	0.144978
120	t	0.178288
120	n	0.069755
120	s	0.003497
120	e	0.217015
121	d	0.053236
121	o	0.078250
121	i	0.164276
121	r	0.048011
121	a	0.002590
121	h	0.111399
121	t	0.179820
121	n	0.081225
121	s	0.041205
121	e	0.239988
122	d	0.116321
122	o	0.084104
122	i	0.090134
122	r	0.032141
122	a	0.199698
122	h	0.066540
122	t	0.088961
122	n	0.135753
122	s	0.142153
122	e	0.044196
123	d	0.015168
123	o	0.195905
123	i	0.051445
123	r	0.009250
123	a	0.016991
123	h	0.195259
123	t	0.060987
123	n	0.115344
123	s	0.229228
123	e	0.110423
124	d	0.176967
124	o	0.067825
124	i	0.260076
124	r	0.054532
124	a	0.096768
124	h	0.067862
124	t	0.146185
124	n	0.012007
124	s	0.020969
124	e	0.096808
125	d	0.046565
125	o	0.083204
125	i	0.056412
125	r	0.012988
125	a	0.182898
125	h	0.111777
125	t	0.104631
125	n	0.220760
125	s	0.068364
125	e	0.112400
126	d	0.153600
126	o	0.102459
126	i	0.064681
126	r	0.047089
126	a	0.100274
126	h	0.137058
126	t	0.070500
126	n	0.080559
126	s	0.175880
126	e	0.067900
127	d	0.046373
127	o	0.108925
127	i	0.061428
127	r	0.108293
127	a	0.056958
127	h	0.182663
127	t	0.050424
127	n	0.065440
127	s	0.158523
127	e	0.160975
128	d	0.128689
128	o	0.078339
128	i	0.103809
128	r	0.251365
128	a	0.029558
128	h	0.168818
128	t	0.031782
128	n	0.002522
128	s	0.121767
128	e	0.083351
129	d	0.183979
129	o	0.026146
129	i	0.141122
129	r	0.029704
129	a	0.105705
129	h	0.083873
129	t	0.028982
129	n	0.039892
129	s	0.173251
129	e	0.187346
130	d	0.167957
130	o	0.074617
130	i	0.000137
130	r	0.038892
130	a	0.022168
130	h	0.232971
130	t	0.175058
130	n	0.019016
130	s	0.049569
130	e	0.219616
131	d	0.025756
131	o	0.067747
131	i	0.175130
131	r	0.042183
131	a	0.078700
131	h	0.042450
131	t	0.274757
131	n	0.047301
131	s	0.022764
131	e	0.223213
132	d	0.201801
132	o	0.054524
132	i	0.052010
132	r	0.017532
132	a	0.157422
132	h	0.084629
132	t	0.098053
132	n	0.140737
132	s	0.133585
132	e	0.059707
133	d	0.023676
133	o	0.287557
133	i	0.033534
133	r	0.005641
133	a	0.006990
133	h	0.266424
133	t	0.125151
133	n	0.051228
133	s	0.174012
133	e	0.025787
134	d	0.185304
134	o	0.004168
134	i	0.252685
134	r	0.026480
134	a	0.128956
134	h	0.036126
134	t	0.214577
134	n	0.019179
134	s	0.037337
134	e	0.095188
135	d	0.010220
135	o	0.012923
135	i	0.115559
135	r	0.040133
135	a	0.263870
135	h	0.064841
135	t	0.039164
135	n	0.346138
135	s	0.063418
135	e	0.043736
136	d	0.167018
136	o	0.142226
136	i	0.070890
136	r	0.022014
136	a	0.158896
136	h	0.125594
136	t	0.007026
136	n	0.036639
136	s	0.188960
136	e	0.080736
137	d	0.039831
137	o	0.141203
137	i	0.070950
137	r	0.159158
137	a	0.007472
137	h	0.150185
137	t	0.068248
137	n	0.072274
137	s	0.145933
137	e	0.144746
138	d	0.000001
138	o	0.094094
138	i	0.126818
138	r	0.225568
138	a	0.099547
138	h	0.186170
138	t	0.105922
138	n	0.009326
138	s	0.140773
138	e	0.011781
139	d	0.203873
139	o	0.072959
139	i	0.107301
139	r	0.088248
139	a	0.146619
139	h	0.081085
139	t	0.046510
139	n	0.016078
139	s	0.131715
139	e	0.105611
140	d	0.106586
140	o	0.070818
140	i	0.064562
140	r	0.057194
140	a	0.089446
140	h	0.140976
140	t	0.160429
140	n	0.043709
140	s	0.066308
140	e	0.199973
141	d	0.049165
141	o	0.140681
141	i	0.168238
141	r	0.036363
141	a	0.056991
141	h	0.001865
141	t	0.267208
141	n	0.032734
141	s	0.032576
141	e	0.214180
142	d	0.178587
142	o	0.024608
142	i	0.084822
142	r	0.085954
142	a	0.153992
142	h	0.013962
142	t	0.082986
142	n	0.154821
142	s	0.154945
142	e	0.065323
143	d	0.038625
143	o	0.266423
143	i	0.021746
143	r	0.118676
143	a	0.018163
143	h	0.181961
143	t	0.033380
143	n	0.110246
143	s	0.137739
143	e	0.073040
144	d	0.152651
144	o	0.033757
144	i	0.205330
144	r	0.098924
144	a	0.043091
144	h	0.092350
144	t	0.251430
144	n	0.095294
144	s	0.021932
144	e	0.005243
145	d	0.095015
145	o	0.072613
145	i	0.095127
145	r	0.125153
145	a	0.146990
145	h	0.062428
145	t	0.040214
145	n	0.294879
145	s	0.044109
145	e	0.023472
146	d	0.180733
146	o	0.140068
146	i	0.010115
146	r	0.038501
146	a	0.138738
146	h	0.183427
146	t	0.003207
146	n	0.040634
146	s	0.264525
146	e	0.000051
147	d	0.014612
147	o	0.161105
147	i	0.075632
147	r	0.122121
147	a	0.048784
147	h	0.199652
147	t	0.035120
147	n	0.032636
147	s	0.161833
147	e	0.148505
148	d	0.074309
148	o	0.115724
148	i	0.092840
148	r	0.214403
148	a	0.059846
148	h	0.192347
148	t	0.063781
148	n	0.069105
148	s	0.089371
148	e	0.028274
149	d	0.180705
149	o	0.031810
149	i	0.116257
149	r	0.067428
149	a	0.146009
149	h	0.041216
149	t	0.028271
149	n	0.075220
149	s	0.126928
149	e	0.186156
150	d	0.175927
150	o	0.034260
150	i	0.095041
150	r	0.055257
150	a	0.094296
150	h	0.167261
150	t	0.160224
150	n	0.050106
150	s	0.009120
150	e	0.158509
151	d	0.044970
151	o	0.007699
151	i	0.212998
151	r	0.096507
151	a	0.071255
151	h	0.026448
151	t	0.254672
151	n	0.073468
151	s	0.067825
151	e	0.144159
152	d	0.135403
152	o	0.036478
152	i	0.046697
152	r	0.007418
152	a	0.214941
152	h	0.084300
152	t	0.071578
152	n	0.146198
152	s	0.174693
152	e	0.082294
153	d	0.082712
153	o	0.220245
153	i	0.077583
153	r	0.031728
153	a	0.052470
153	h	0.164089
153	t	0.065209
153	n	0.015000
153	s	0.184034
153	e	0.106930
154	d	0.185900
154	o	0.027380
154	i	0.206035
154	r	0.057328
154	a	0.094456
154	h	0.035417
154	t	0.187497
154	n	0.079515
154	s	0.046655
154	e	0.079817
155	d	0.047097
155	o	0.026781
155	i	0.128015
155	r	0.107005
155	a	0.244735
